,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,special_event,special_event_lower,special_event_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,additive_terms,additive_terms_lower,additive_terms_upper,yhat
0,2020-01-01,29.223204,25.84714514993213,34.45382769908323,29.223204,29.223204,0.0,0.0,0.0,0.033375014506368206,0.033375014506368206,0.033375014506368206,0.0,0.0,0.0,-0.0017491867581349678,-0.0017491867581349678,-0.0017491867581349678,0.03512420126450317,0.03512420126450317,0.03512420126450317,0.0,0.0,0.0,30.19852885742256
1,2020-01-02,29.08364985616438,25.808999563917002,34.72567971306762,29.08364985616438,29.08364985616438,0.0,0.0,0.0,0.03691112481734853,0.03691112481734853,0.03691112481734853,0.0,0.0,0.0,-0.0028083600002531198,-0.0028083600002531198,-0.0028083600002531198,0.03971948481760165,0.03971948481760165,0.03971948481760165,0.0,0.0,0.0,30.15716008614933
2,2020-01-03,28.94409571232877,29.04623344266353,37.61152489682703,28.94409571232877,28.94409571232877,0.0,0.0,0.0,0.14947951918688446,0.14947951918688446,0.14947951918688446,0.0,0.0,0.0,0.10451528213512346,0.10451528213512346,0.10451528213512346,0.04496423705176104,0.04496423705176104,0.04496423705176104,0.0,0.0,0.0,33.27064522270684
3,2020-01-04,28.80454156849315,21.79394107068651,30.363793360635515,28.80454156849315,28.80454156849315,0.0,0.0,0.0,-0.09654966315050904,-0.09654966315050904,-0.09654966315050904,0.0,0.0,0.0,-0.14735486037218234,-0.14735486037218234,-0.14735486037218234,0.05080519722167331,0.05080519722167331,0.05080519722167331,0.0,0.0,0.0,26.023472782850302
4,2020-01-05,28.664987424657532,19.014309063067596,27.398545663777945,28.664987424657532,28.664987424657532,0.0,0.0,0.0,-0.18948965123106173,-0.18948965123106173,-0.18948965123106173,0.0,0.0,0.0,-0.24666469673254496,-0.24666469673254496,-0.24666469673254496,0.057175045501483196,0.057175045501483196,0.057175045501483196,0.0,0.0,0.0,23.233268955016406
5,2020-01-06,28.525433280821918,31.332112412932734,40.28338188937616,28.525433280821918,28.525433280821918,0.0,0.0,0.0,0.2591777190794025,0.2591777190794025,0.2591777190794025,0.0,0.0,0.0,0.19518320909618517,0.19518320909618517,0.19518320909618517,0.06399450998321735,0.06399450998321735,0.06399450998321735,0.0,0.0,0.0,35.91859001429702
6,2020-01-07,28.3858791369863,29.086214303674137,37.33443781821046,28.3858791369863,28.3858791369863,0.0,0.0,0.0,0.17005339515198917,0.17005339515198917,0.17005339515198917,0.0,0.0,0.0,0.09887861263233869,0.09887861263233869,0.09887861263233869,0.07117478251965048,0.07117478251965048,0.07117478251965048,0.0,0.0,0.0,33.21299425860484
7,2020-01-08,28.246324993150683,26.230282776614075,34.644176884352035,28.246324993150683,28.246324993150683,0.0,0.0,0.0,0.07687098063069688,0.07687098063069688,0.07687098063069688,0.0,0.0,0.0,-0.001749186758011976,-0.001749186758011976,-0.001749186758011976,0.07862016738870882,0.07862016738870882,0.07862016738870882,0.0,0.0,0.0,30.417647694587536
8,2020-01-09,28.10677084931507,26.095566210686663,34.69792840502933,28.10677084931507,28.10677084931507,0.0,0.0,0.0,0.08342252082857907,0.08342252082857907,0.08342252082857907,0.0,0.0,0.0,-0.0028083600000181723,-0.0028083600000181723,-0.0028083600000181723,0.08623088082859723,0.08623088082859723,0.08623088082859723,0.0,0.0,0.0,30.451508525916154
9,2020-01-10,27.96721670547945,28.987244486325455,37.917089910371715,27.96721670547945,27.96721670547945,0.0,0.0,0.0,0.19842119817357526,0.19842119817357526,0.19842119817357526,0.0,0.0,0.0,0.10451528213593173,0.10451528213593173,0.10451528213593173,0.09390591603764352,0.09390591603764352,0.09390591603764352,0.0,0.0,0.0,33.516505353760714
