,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,special_event,special_event_lower,special_event_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
0,2020-01-01,66.343445,36.12602377612629,74.68435819137311,66.343445,66.343445,-10.811468180411753,-10.811468180411753,-10.811468180411753,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05439825187124695,-0.05439825187124695,-0.05439825187124695,-10.757069928540506,-10.757069928540506,-10.757069928540506,55.53197681958825
1,2020-01-02,66.33729541191781,37.316537251776616,74.90125853943249,66.33729541191781,66.33729541191781,-10.577495769215398,-10.577495769215398,-10.577495769215398,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0328252659856208,0.0328252659856208,0.0328252659856208,-10.610321035201018,-10.610321035201018,-10.610321035201018,55.75979964270241
2,2020-01-03,66.33114582383561,41.42611545577477,80.77222568600087,66.33114582383561,66.33114582383561,-4.881957125145287,-4.881957125145287,-4.881957125145287,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.554675585530969,5.554675585530969,5.554675585530969,-10.436632710676257,-10.436632710676257,-10.436632710676257,61.44918869869033
3,2020-01-04,66.32499623575343,29.94500524920565,66.36034612507198,66.32499623575343,66.32499623575343,-18.524993301167676,-18.524993301167676,-18.524993301167676,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.286678941203995,-8.286678941203995,-8.286678941203995,-10.23831435996368,-10.23831435996368,-10.23831435996368,47.800002934585756
4,2020-01-05,66.31884664767124,24.908401652035856,61.3804259061131,66.31884664767124,66.31884664767124,-24.256523533241445,-24.256523533241445,-24.256523533241445,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.238322640836332,-14.238322640836332,-14.238322640836332,-10.01820089240511,-10.01820089240511,-10.01820089240511,42.06232311442979
5,2020-01-06,66.31269705958904,49.65380211440723,87.08389642365243,66.31269705958904,66.31269705958904,1.6395717813882824,1.6395717813882824,1.6395717813882824,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.419121040811545,11.419121040811545,11.419121040811545,-9.779549259423263,-9.779549259423263,-9.779549259423263,67.95226884097733
6,2020-01-07,66.30654747150685,44.705892105539455,81.86536267727475,66.30654747150685,66.30654747150685,-3.9531466635923893,-3.9531466635923893,-3.9531466635923893,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.572777941613594,5.572777941613594,5.572777941613594,-9.525924605205981,-9.525924605205981,-9.525924605205981,62.353400807914454
7,2020-01-08,66.30039788342465,38.267769179013165,75.70042755734868,66.30039788342465,66.30039788342465,-9.315477946956104,-9.315477946956104,-9.315477946956104,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05439825186267311,-0.05439825186267311,-0.05439825186267311,-9.261079695093432,-9.261079695093432,-9.261079695093432,56.98491993646854
8,2020-01-09,66.29424829534247,37.83181971916257,73.88865880281611,66.29424829534247,66.29424829534247,-8.956006161141064,-8.956006161141064,-8.956006161141064,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03282526599926086,0.03282526599926086,0.03282526599926086,-8.988831427140322,-8.988831427140322,-8.988831427140322,57.33824213420141
9,2020-01-10,66.28809870726027,45.175976913280955,82.97313333089144,66.28809870726027,66.28809870726027,-3.1582626714733264,-3.1582626714733264,-3.1582626714733264,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.554675585578374,5.554675585578374,5.554675585578374,-8.712938257051702,-8.712938257051702,-8.712938257051702,63.12983603578695
10,2020-01-11,66.2819491191781,33.308814462041795,67.82362475799523,66.2819491191781,66.2819491191781,-16.723661217297412,-16.723661217297412,-16.723661217297412,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.286678941234443,-8.286678941234443,-8.286678941234443,-8.43698227606297,-8.43698227606297,-8.43698227606297,49.55828790188068
11,2020-01-12,66.2757995310959,24.179128062387356,61.940104047038844,66.2757995310959,66.2757995310959,-22.40258212025562,-22.40258212025562,-22.40258212025562,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.238322640830154,-14.238322640830154,-14.238322640830154,-8.16425947942547,-8.16425947942547,-8.16425947942547,43.87321741084028
12,2020-01-13,66.2696499430137,50.488694902043164,86.74721191010642,66.2696499430137,66.2696499430137,3.5214395834147707,3.5214395834147707,3.5214395834147707,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.419121040817924,11.419121040817924,11.419121040817924,-7.897681457403156,-7.897681457403156,-7.897681457403156,69.79108952642848
13,2020-01-14,66.26350035493151,44.95803974029971,81.46266427425624,66.26350035493151,66.26350035493151,-2.066913399772221,-2.066913399772221,-2.066913399772221,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.572777941600774,5.572777941600774,5.572777941600774,-7.639691341372995,-7.639691341372995,-7.639691341372995,64.19658695515929
14,2020-01-15,66.25735076684931,40.32811964939813,76.39308019520361,66.25735076684931,66.25735076684931,-7.4465946098371125,-7.4465946098371125,-7.4465946098371125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05439825184732235,-0.05439825184732235,-0.05439825184732235,-7.392196357989789,-7.392196357989789,-7.392196357989789,58.8107561570122
15,2020-01-16,66.25120117876713,39.272626623965216,77.27283016435442,66.25120117876713,66.25120117876713,-7.1236935336235305,-7.1236935336235305,-7.1236935336235305,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0328252660129012,0.0328252660129012,0.0328252660129012,-7.156518799636432,-7.156518799636432,-7.156518799636432,59.1275076451436
16,2020-01-17,66.24505159068494,46.69753049867661,83.67091906162106,66.24505159068494,66.24505159068494,-1.3786910412869238,-1.3786910412869238,-1.3786910412869238,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.554675585511519,5.554675585511519,5.554675585511519,-6.933366626798442,-6.933366626798442,-6.933366626798442,64.86636054939801
17,2020-01-18,66.23890200260274,32.049433136675,69.96901900952669,66.23890200260274,66.23890200260274,-15.009503237160454,-15.009503237160454,-15.009503237160454,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-8.286678941214982,-8.286678941214982,-8.286678941214982,-6.722824295945473,-6.722824295945473,-6.722824295945473,51.22939876544229
18,2020-01-19,66.23275241452055,27.232083579745154,63.66023154013149,66.23275241452055,66.23275241452055,-20.76268641497845,-20.76268641497845,-20.76268641497845,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-14.238322640806404,-14.238322640806404,-14.238322640806404,-6.5243637741720475,-6.5243637741720475,-6.5243637741720475,45.4700659995421
19,2020-01-20,66.22660282643835,53.23680105270317,89.32989046374321,66.22660282643835,66.22660282643835,5.082245962444171,5.082245962444171,5.082245962444171,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,11.41912104083101,11.41912104083101,11.41912104083101,-6.336875078386838,-6.336875078386838,-6.336875078386838,71.30884878888253
20,2020-01-21,66.22045323835617,48.30664572183134,83.64182381721729,66.22045323835617,66.22045323835617,-0.585937139642661,-0.585937139642661,-0.585937139642661,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,5.572777941587953,5.572777941587953,5.572777941587953,-6.158715081230615,-6.158715081230615,-6.158715081230615,65.6345160987135
21,2020-01-22,66.21430365027398,41.19685452344602,79.46837683970901,66.21430365027398,66.21430365027398,-6.042171027580583,-6.042171027580583,-6.042171027580583,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.05439825183874737,-0.05439825183874737,-0.05439825183874737,-5.987772775741835,-5.987772775741835,-5.987772775741835,60.1721326226934
22,2020-01-23,66.20815406219178,41.66427972563828,80.72320353675016,66.20815406219178,66.20815406219178,-5.788723436458831,-5.788723436458831,-5.788723436458831,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.03282526602654154,0.03282526602654154,0.03282526602654154,-5.821548702485372,-5.821548702485372,-5.821548702485372,60.41943062573295
