,ds,trend,yhat_lower,yhat_upper,trend_lower,trend_upper,additive_terms,additive_terms_lower,additive_terms_upper,extra_regressors_multiplicative,extra_regressors_multiplicative_lower,extra_regressors_multiplicative_upper,multiplicative_terms,multiplicative_terms_lower,multiplicative_terms_upper,special_event,special_event_lower,special_event_upper,weekly,weekly_lower,weekly_upper,yearly,yearly_lower,yearly_upper,yhat
0,2020-01-01,102.61265999999999,59.47121086516378,108.43088361037026,102.61265999999999,102.61265999999999,-18.99161796714951,-18.99161796714951,-18.99161796714951,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01999630072114185,0.01999630072114185,0.01999630072114185,-19.011614267870648,-19.011614267870648,-19.011614267870648,83.62104203285048
1,2020-01-02,102.59916991712328,57.58989778114004,108.01487665008837,102.59916991712328,102.59916991712328,-19.19009839189873,-19.19009839189873,-19.19009839189873,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.1077402800216121,-0.1077402800216121,-0.1077402800216121,-19.082358111877124,-19.082358111877124,-19.082358111877124,83.40907152522455
2,2020-01-03,102.58567983424656,67.84465210335327,116.27288044192748,102.58567983424656,102.58567983424656,-10.579261775461292,-10.579261775461292,-10.579261775461292,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.555916011282354,8.555916011282354,8.555916011282354,-19.135177786743647,-19.135177786743647,-19.135177786743647,92.00641805878527
3,2020-01-04,102.57218975136985,43.8436245694547,95.52507282385729,102.57218975136985,102.57218975136985,-32.218404394743494,-32.218404394743494,-32.218404394743494,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-13.049830671475632,-13.049830671475632,-13.049830671475632,-19.168573723267865,-19.168573723267865,-19.168573723267865,70.35378535662636
4,2020-01-05,102.55869966849315,35.340927612529235,86.445664768655,102.55869966849315,102.55869966849315,-40.39063746650319,-40.39063746650319,-40.39063746650319,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-21.209120947582143,-21.209120947582143,-21.209120947582143,-19.181516518921054,-19.181516518921054,-19.181516518921054,62.168062201989954
5,2020-01-06,102.54520958561643,73.32106478830929,123.99590680825044,102.54520958561643,102.54520958561643,-1.7620883096512656,-1.7620883096512656,-1.7620883096512656,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,17.4113787282507,17.4113787282507,17.4113787282507,-19.173467037901965,-19.173467037901965,-19.173467037901965,100.78312127596517
6,2020-01-07,102.53171950273972,63.38520099396309,117.91202900777965,102.53171950273972,102.53171950273972,-10.764982598020248,-10.764982598020248,-10.764982598020248,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.379400858869921,8.379400858869921,8.379400858869921,-19.14438345689017,-19.14438345689017,-19.14438345689017,91.76673690471947
7,2020-01-08,102.518229419863,60.82621107670754,108.45670518229863,102.518229419863,102.518229419863,-19.074718676064744,-19.074718676064744,-19.074718676064744,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.019996300732822575,0.019996300732822575,0.019996300732822575,-19.09471497679757,-19.09471497679757,-19.09471497679757,83.44351074379826
8,2020-01-09,102.50473933698629,58.45308275943879,108.87383646519638,102.50473933698629,102.50473933698629,-19.133122583474925,-19.133122583474925,-19.133122583474925,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.10774028000127298,-0.10774028000127298,-0.10774028000127298,-19.025382303473652,-19.025382303473652,-19.025382303473652,83.37161675351136
9,2020-01-10,102.49124925410958,67.2658438959974,119.72363239316927,102.49124925410958,102.49124925410958,-10.381829373711833,-10.381829373711833,-10.381829373711833,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.555916011354816,8.555916011354816,8.555916011354816,-18.93774538506665,-18.93774538506665,-18.93774538506665,92.10941988039774
